project_name	publication_year	data_publication_doi	sample_name	archive	archive_project	archive_sample_accession	library_name	strand_type	library_polymerase	library_treatment	library_concentration	instrument_model	library_layout	library_strategy	amplicon_variable_region	read_count	archive_data_accession	download_links	download_md5s	download_sizes
Warinner2014	2014	10.1038/ng.2906	B61	SRA	PRJNA216965	SRS473742	S1-Shot-B61-calc	double	Phusion HS II DNA	none	NA	Illumina HiSeq 2000	SINGLE	WGS	NA	13228381	SRR957738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR957/SRR957738/SRR957738.fastq.gz	9c40c43b5d455e760ae8db924347f0b2	953396663
